File Name,Original Size,model,bpc
hmm10.txt,10000000,FC,0.46880861676676944
hmm20.txt,10000000,FC,0.4692109611277598
hmm30.txt,10000000,FC,0.46941553252805995
hmm40.txt,10000000,FC,0.4689186408364934
hmm50.txt,10000000,FC,0.46988233262180845
hmm60.txt,10000000,FC,0.46928348441389633
xor10.txt,10000000,FC,1.7198266277773655e-07
xor20.txt,10000000,FC,1.7198266277773655e-07
xor30.txt,10000000,FC,1.7198266277773655e-07
xor40.txt,10000000,FC,1.7198266277773655e-07
xor50.txt,10000000,FC,1.7198266277773655e-07
xor60.txt,10000000,FC,1.7198266277773655e-07
iid.txt,10000000,FC,1.000007245627059
