File Name,Original Size,model,bpc
hmm10.txt,10000000,biGRU,0.4690228431489027
hmm10.txt,10000000,biGRU_stack,0.46933500824014657
hmm10.txt,10000000,biGRU_jump,0.4690631812210212
hmm10.txt,10000000,FC,0.7339996426308658
hmm20.txt,10000000,biGRU,1.000008130039362
hmm20.txt,10000000,biGRU_stack,0.46976271239351614
hmm20.txt,10000000,biGRU_jump,0.469411898372311
hmm20.txt,10000000,FC,0.6019894914615355
hmm30.txt,10000000,biGRU,0.7720305602455765
hmm30.txt,10000000,biGRU_stack,0.4699829068158504
hmm30.txt,10000000,biGRU_jump,0.4696633232538449
hmm30.txt,10000000,FC,0.8674443260000065
hmm40.txt,10000000,biGRU,1.0000087222887912
hmm40.txt,10000000,biGRU_stack,0.46944162916179955
hmm40.txt,10000000,biGRU_jump,0.4691300634073459
hmm40.txt,10000000,FC,0.601701712483805
hmm50.txt,10000000,biGRU,1.0000063046990042
hmm50.txt,10000000,biGRU_stack,0.4704070793085536
hmm50.txt,10000000,biGRU_jump,0.47013557817983803
hmm50.txt,10000000,FC,0.6024003938200629
hmm60.txt,10000000,biGRU,0.46926450668935255
hmm60.txt,10000000,biGRU_stack,0.4698125783389145
hmm60.txt,10000000,biGRU_jump,0.4694313942250635
hmm60.txt,10000000,FC,0.7345424615448003
xor10.txt,10000000,biGRU,8.755624269298312e-07
xor10.txt,10000000,biGRU_stack,1.7198266277773655e-07
xor10.txt,10000000,biGRU_jump,1.7198266277773655e-07
xor10.txt,10000000,FC,1.7198266277773655e-07
xor20.txt,10000000,biGRU,1.7198803860551802e-07
xor20.txt,10000000,biGRU_stack,1.7198266277773655e-07
xor20.txt,10000000,biGRU_jump,1.7198923414242798e-07
xor20.txt,10000000,FC,0.2499975188345706
xor30.txt,10000000,biGRU,1.7199510029418187e-07
xor30.txt,10000000,biGRU_stack,1.7198266277773655e-07
xor30.txt,10000000,biGRU_jump,1.7198594858524957e-07
xor30.txt,10000000,FC,0.24999451833528752
xor40.txt,10000000,biGRU,1.0000069074360185
xor40.txt,10000000,biGRU_stack,1.7198266277773655e-07
xor40.txt,10000000,biGRU_jump,1.7198266277773655e-07
xor40.txt,10000000,FC,1.0
xor50.txt,10000000,biGRU,1.0000072857338305
xor50.txt,10000000,biGRU_stack,1.7198267998096298e-07
xor50.txt,10000000,biGRU_jump,1.7198273159646394e-07
xor50.txt,10000000,FC,0.2499794161823967
xor60.txt,10000000,biGRU,1.0000085114260668
xor60.txt,10000000,biGRU_stack,1.7198304125745032e-07
xor60.txt,10000000,biGRU_jump,1.7198688619893056e-07
xor60.txt,10000000,FC,0.4998725350276216
iid.txt,10000000,biGRU,1.0000068703204674
iid.txt,10000000,biGRU_stack,1.0000252812697916
iid.txt,10000000,biGRU_jump,1.0000147938069044
iid.txt,10000000,FC,1.0
